ulasan;truth_label;confidence
tiga bintang dulu karena saya mengadu dari tanggal  april sampai sekarang belum ada tanggapan;negative;9,80E+15
kenapa usia pengguna aplikasi ini dibatasi hanya sampai tahun kelahiran  keatas;negative;8,45E+15
ok;positive;9,98E+14
saya mengadu soal bansos kok ndak ada tanggapan  kenapa ya emang berapa hari diproses;negative;9,88E+15
apakah boleh melaporkan sesuatu misalnya jalan berlobang di wilayah surabaya tapi bukan di wilayah domisili kita karena misalnya saja kita pernah jadi korban akibat jalan berlobang tersebut terima kasih;negative;6,89E+15
sek tak coba min mugi ae manfaat;negative;7,92E+15
ok;positive;9,98E+14
munyer terus;negative;9,98E+15
cak ri sok mben lek wes gak onk corona ngopi ayo koyok disek;negative;8,94E+15
ok;positive;9,98E+14
sangat memghargai tujuan dari pemkot surabaya tapi tolong aplikasi ini belum siap dan sering error dan nge blank kenapa dipaksakan segera digunakan keluhan hanya dari aplikasi yg errorsudah melakukan pembayaran bukti juga ada tapi di aplikasi tetap belum terbayar dan hubungi pengaduan di aplikasi juga tidak bisauntung penjual mau kembalikan uang yg masuk klo tidak mau apa gak nyusahin klo uang hilang;negative;9,98E+15
permisi mohon maaf sebelumnya untuk pihak pengelola aplikasi pemeliharaan aplikasi ini bagaimana kok aplikasi tidak bisa masuk udah hampir  bulan uang ibu saya jadinya ga cair ini tolong pihak pengelola aplikasi segera di benahkan dong kalau gabisa ngeoperasikan aplikasi gini ganti yang bisa aja nada sopan terima kasih;negative;9,39E+15
aplikasi gak jelas harusnya kalau belum punya akun bisa daftar dulu ini malah gak bisa daftar;negative;9,96E+15
kenapa setiap transaksi pembayaran lama sekali masuknyapembeli sudah membayar lunas melalui qris secara sistematis harusnya ganti status dikemas tetapi kenapa tetap menunggu pembayaran sampai saya sering merasa panik karena dihubungi pembeli teruskok gak dikemas kemasmohon penjelasannyaagar tidak ada kesan aplikasi tidak layak pakai;negative;9,98E+15
harganya lbh mahal drpd alfaindomt trs nmbh ongkir trs penjualnya jg songong berasa asn yg butuh jd semena sy bangga sbnrnya dg apk ini tp apakah sdh ditelusuri para pemilik umum rata org yg kaya jdnya yg kaya tmbh kaya ngantar brg yg sy pesan pake mobil bahkn sy aja gak pny mobil knp gak penjual yg di pasar itu dimotivasi spy bs dftr pedagang epeken trs yg dmksd pemkot ini mensejahterakan yg mn;negative;5,62E+14
dari segi interface masih belum membantu kami mohon di perbaiki lagi dari segi pengalaman pengguna saya masih kesulitan dalam mencari apa yg saya mksud dalam beberapa aspek salah satunya dari pengelompokkan di bagian buttom bar;negative;6,78E+15
aplikasi ribet;negative;9,98E+15
sulit digunakan;negative;9,99E+15
ra iso di buka wes daftar nang online malah iso weee bintang  ae;negative;9,82E+15
ok bagus;positive;9,30E+15
kenapa aplikasi sering error hr ini aja mulai dr pagi sampai sore ini masih trouble secara apa orderan yg harus di approve minta tolong segera di sempurnakan aplikasi nya;negative;9,93E+15
sering error aplikasinyasekarang malah tetiba logout sendiri dan waktu login lagi malah ga bisa;negative;9,98E+15
tidak membantu sama sekali;negative;9,99E+15
oklah;positive;9,94E+15
kenapa aplikasinya per hari ini  januari  ga bisa dibuka ya;negative;9,46E+15
kok sering eror sudah transfer tp sttsnya blm bayar;negative;9,58E+15
ga bisa login gagal terus;negative;9,41E+15
aplikasi sampah login aja gabisa ga berguna;negative;9,99E+15
gak bisa daftar gak niat yg bikin aplikasinya gak bisa login kurang profesional suruh coba aja ditest banyak bug nya;negative;9,99E+15
harga lebih mahal dari diluarbisa selisih rbrb harga tdk masuk akal;negative;9,31E+15
aplikasinya belum siap dipaksakan tidak bisa log in jlimet mau ngisi data saja susah;negative;9,99E+15
banyak yang comment negatif dan positif nya mungkin bisa di bantu untuk team developer nya memakai email perusahaan bukan email pribadigmail;negative;9,38E+15
kesuwen;negative;7,30E+15
ini cara daftar gimana ya mas kok gk ada;negative;8,10E+15
ga bisa masuk login jelek;negative;9,99E+15
aplikasi rusak;negative;9,99E+15
tolong dong aplikasinya diperbaiki lagi masa login pakek email gak bisa harus username harusnya ada dua opsi username sama email gak semua orang langsung inget usernamenya buat aplikasinya juga gitu masa gak ada opsi lupa sandi adanya lupa sandi dibuka dari browser iya kalo yang make anak muda kalo orang tua apa gak pada bingung lebih enak pakai olshop lain tolong diperbaiki ya kak soalnya aplikasinya udah bagus masa aplikasinya secupu ini;negative;9,90E+15
susah masuk makasih;negative;9,96E+15
kenapa username dan paswort gak bisa lagi;negative;9,49E+15
masih jauh dari harapan harap segera di update perlunya tiap produk ada jumlah stok dan biaya pengiriman bisa di tambahkan permudah untuk penghapusan produk atau ketidaksediaan barang  seringkali sudah terjual gak bisa di hapus dan dipesan orang lain lagi dan penjual kesulitan mengidentifikasi yg mana sih yg di pesan ukuran berapa fotonya gak bisa di zoom dan tak ada tombol yg mengarah ke produk dimaksud;negative;9,95E+15
aplikasih belum siap tapi sudah dipaksa menggunakan menyusahakan pns belanja saja terkesan kena palak diharuskan jt belanja di epeken namun masuk aplikasi saja tidak bisa pdhl sudah reset password kebutuhan setiap kluarga beda beda ada yg harus mengirit utk melunasi tanggungan lain harganya pun tidak lebih murah dari toko offline tapi lebih ribet apalagi utk pns yg sudah tidak muda tidak belanja  sanksi;negative;9,95E+15
asli parah aplikasi iki wes mbayar padahal  malah ga di akui  ribet  ruwet kudune nek jualan online iku mempeudah transaksi jual beliiki malah ruwet telitien apikasimu  aplikasi iki digawe iku nggawe duek e rakyat;negative;9,99E+15
saya bingung min untuk cara jadi penjual di aplikasi peken ini;negative;9,54E+15
bangga tapi ya kudu guyu aplikasi gk siap di pekso beroprasi gk mending beli langsung ae ta ke tokonya gk pakai aplikasian dilihat harganya murah beli langsung ke toko dripada lewat aplikasi ini wkwkwk kasian juga toko kecil yg gk ada kesempatan bisa akses punya toko di aplikasi ini toko besar tambah besar toko kecil gk berkembang  dilihat aja apa ada tujuan lain oknum mengambil keuntungan dri pembuatan aplikasi gk sempurnah ini;negative;9,98E+15
penjualnya kebanyakan jutek respon penjual lelet  lemot;negative;9,99E+15
kenapa belum bisa digunakan sama masyarakat umum;negative;9,72E+15
logine yoknopo min sementara tak bintang telu;negative;6,99E+15
tidak bisa log in belum di list menurut itemnya masing tambahkan fitur codbayar di tempat pemkot sebagai pihak ke  permudah sistem tidak semua orang biasa berbelanja online foto produk kurang detail produk kurang jelas;negative;5,92E+15
gak bisa logib;negative;9,97E+14
awal liat iklan tertarikmau belanjatapi mau logim gk bisagmn cara belanjanyamohon diperbaiki lagi;negative;9,98E+15
saya warga surabaya bangga ada aplikasi untuk umkm tapi banyak kendala dalam akses via aplikasi  daftar cuma bisa via web  login aplikasi susah saya coba baca user guide agak ribet kalau sudah pesan dll sebelum dilaunching lebih baik diuji terlebih dahulu semoga ada peningkatan;negative;9,00E+15
gak jelas bikin aplikasinya;negative;9,97E+15
tidak bisa login harus via browser seller tidak responsif;negative;9,74E+15
rurang respon;negative;9,99E+15
sangat mengecewakan login saja tidak bisa bagaimana mau belanja;negative;9,99E+15
apk sering log out sendiri untuk masuk aplikasi sekarang susah;negative;9,98E+15
ok;positive;9,98E+14
kok malah gk bsa;negative;9,97E+15
sangat tidak bagus sering log outharus login terus yg versi baru;negative;9,99E+15
kau bikin aplikasi pake sistem kaya gimana anjir aplikasi kehapus data atau tidak sengaja uninstall tapi data login masih kekunci dihp emang enggak memikirkan kondisi hp pengguna apabila rusak begitu kalau bisa jangan mempersulit pengguna yang pake aplikasi enggak hanya anak muda aja tapi masih ada orang paling tua dan gaptek;negative;9,99E+15
data log in terblokircra bukanya gimana;negative;9,77E+15
sangat membantu tapi kenapa tibw gk bisa dibuka apl nya;negative;9,88E+15
sering error;negative;9,68E+15
terlalu banyak trouble bos susah masuk makin ruwet;negative;9,99E+15
kadang eror;negative;9,97E+15
sering trobel gak bisa akurat selalu loding aja;negative;9,86E+15
aplikasi srg error;negative;9,97E+15
gak usah update deh kalau bkin ribet terus klo update aplikasi manapun selalu gk ribet ini tiap update mau login aja susah;negative;9,60E+15
untuk ios kok tidak tersedia ya;negative;9,65E+15
kenapa aplikasi kantorku tidak bisa digunakanmuncul tulisan mengecek pembaharuan solusi bagaimana ini;negative;6,90E+15
saya buka aplikasi di hp baru kenapa gk bisa ya min padahal di hp lama sudah keluar dan udh di hapus apl tetep gk bisa masuk mohon bantuannya aplikasi ini sangat berguna;negative;5,71E+15
min mau tanya kenapa di hp saya aplikasi ini gak bisa di bukak yhaa min;negative;5,62E+15
eror;negative;9,97E+15
kok gak bisa login padahal passwordnya tu benar tapi kok tulisannya salah;negative;5,94E+15
ok;positive;9,98E+14
kok gak bisa di gunakan ya sekarang;negative;9,70E+15
ngelag;negative;9,99E+15
ini punya ku sering error;negative;9,53E+15
trobel;negative;9,10E+15
ngak nambah pinter malah digobloki bosok paling muter terusss;negative;9,99E+15
kenapa aplikasi ya loading terus;negative;9,99E+15
bolakbalik eror;negative;9,98E+15
kadang masih sering eror tidak keluar absennya;negative;9,57E+15
jos;positive;9,16E+15
gak bisa sesuai buat yg shif kerja malam;negative;7,49E+15
josss aplikasinya tetap sperti ini saja di pertahankan;positive;9,95E+15
bagaimana cara merubah lagi password nya;negative;6,59E+15
ok;positive;9,98E+14
ok mantaap;positive;9,95E+15
aplikasi ga penting boros baterai boros paket data;negative;9,97E+15
ok sip;positive;6,04E+15
app banyak kurang nya sering error;negative;9,98E+15
aplikasinya jelek;negative;9,99E+15
sering error  merusak hp;negative;9,99E+15
ok bangaet;positive;9,97E+15
ok;positive;9,98E+14
it e kurang sip;negative;9,99E+15
boros koata;negative;9,93E+15
sering eror;negative;9,86E+15
seng penting kapan bayaran balek umr pak;negative;8,67E+15
kebanyakan update sering error;negative;9,99E+15
mantul;positive;8,06E+15
gercep bangett pelayanan nya ada masalah jalanan rusak langsung di perbaiki keren ini aplikasi;positive;8,62E+15
bagus;positive;9,99E+15
mantappsangat mengapresiasi adanya aplikasi wargaku sangat memudahkan kita sebagai pengurus kampung untuk koordinasi dengan dinas terkait kepentingan warga;positive;9,98E+15
ok mantap;positive;9,43E+15
aplikasi simpel layanan bagus semoga kedepannya tetap konsisten saran saya semoga kedepannya rtrw kelurahan di edukasi dalam sistem ini agar lebih responsif;positive;9,96E+15
dengan aplikasi ini wargaku surabaya sangat membantu keluhan warganya dan cpt tertidaklanjuti olek pemkot surabayaterima kepada pemkot surabaya dan wali kota surabaya pak erik cahyadi respon cpt;positive;9,94E+15
banyak membantu;positive;9,99E+14
mantaaap;positive;9,77E+15
terimakasih;positive;9,95E+15
aplikasi opo ikiruwet bgt;negative;9,97E+15
mantab;positive;9,99E+15
diancuk sipp;positive;6,78E+15
baik;positive;9,98E+15
bagus aplikasinya;positive;9,99E+15
good job;positive;9,99E+15
amat sangat responsif dalam penanganan keluhan masyarakatsip lanjutkan pengabdian pada masyarakat agar lebih baik lagiabaikan pembenci pemkot yg gak jelas itu;positive;9,54E+15
mantap;positive;9,99E+15
mantab;positive;9,99E+15
sangat membantu sekali;positive;9,98E+15
simpel;positive;9,98E+15
assalamualaikum surabaya hebat terimakasih buat pak walikota yang sudah memberikan perhatian kepada warganya  dari hal pelayanan dipermudah baik secara online maupun offline  aplikasi sudah oke  salam matur nuwun mewakili dari warga rw  rt  kelurahan keputran kecamatan tegalsari bravo surabaya hebat;positive;9,97E+15
sangat cocok bermanfaat;positive;9,98E+15
sangat membantu warga surabaya untuk mengetahui informasi yang ada dipemkot surabaya;positive;8,51E+14
bagus;positive;9,98E+15
semoga semakin baik lagi;positive;9,96E+15
respon cepat;positive;9,96E+15
mempermudah laporan;positive;9,98E+15
bagus;positive;9,98E+15
good;positive;9,99E+15
aplikasi ini sangat bermanfaat hendaknya warga surabaya dapat mempergunakannya dengan baik saya sangat berterima kasih atas respon cepat setelah pengisian aplikasi ini selesai dijalankan;positive;9,95E+14
sangat membantu untuk masyarakat kecil apa lagi untuk ketua rt yang melakukan kesenjangan sosial bagi warganya;positive;9,65E+15
alhamdulillah cukup terbantu dengan aplikasi ini sehingga keluhan saya tentang pelayanan masyarakat lebih cepat direspon pemkot surabaya;positive;9,97E+15
ruwet cak sumpah;negative;7,38E+15
baik dan sangat membantu saya yang tinggal di kecamatan dan kelurahan dukuh pakis pernah menyampaikan keluhan dan langsung ditanggapi dengan baik ramah serta ditindak lanjuti dengan cepat salam sehat selalu untuk camat dan lurah yang menjabat saat ini  maturnuwun nggeh;positive;9,94E+15
aplikasi terbaik buat warga surabaya;positive;9,98E+15
oke;positive;7,23E+15
model nya keren saya suka;positive;9,99E+15
sangat membantu;positive;9,96E+15
bermanfaat bangat bagi saya yg warga surabay;positive;9,98E+15
lebih cepat;positive;9,82E+15
cocok;positive;9,80E+15
alhamdulillah dengan adanya apk ini bisa membantu masyarakatdan untuk prosesnya cepat di waktu jam kerjasemoga bermanfaat untuk kedepannya;positive;9,99E+15
sangat membantu skali mantab kita gak usah pergi langsung ke rumah sakit;positive;9,95E+15
sangat membantu terimakasih;positive;9,98E+15
kembalikan jaman bu risma cepat tanggap;positive;9,25E+15
baik;positive;9,98E+15
sangat bermanfaat dan cukup membantu untuk layanan warga suroboyo;positive;9,93E+15
bagus aplikasinya dan fast rerspon;positive;9,98E+15
saya senang dan bangga menjadi warga surabaya yg sempat memiliki pemimpin yg ikhlas dan bersedia memikirkan dan memperjuangkan agar warganya bisa menikmati hidup dengan baik diperjuangkannya pembangunan infra struktur masyarakat dengan baik memberi suritauladan bagi masyarakat untuk memiliki moral membangun kotanya berempati dan menolong warga fakir miskin yg membutuhkan suport untuk hidup memikirkan generasi bangsa akan datang terima kasih pemimpinku semoga bahagia dunia akheratamin;positive;9,99E+14
bagus;positive;9,98E+15
sangat membantu;positive;9,96E+15
bagus;positive;9,98E+15
bagus;positive;9,98E+15
apk mantap;positive;9,99E+15
oke;positive;7,23E+15
aplikasi untuk warga surabaya yg membantu;positive;9,93E+14
baik pelayanannya cepat;positive;9,99E+15
saya merasa terbantu atas adanya aplikasi wargaku ini team operasionalnya sangat tanggap membantu menjelaskan secara detail keluhan saya terimakasih banyak from rizanurfauzia;positive;9,97E+15
mantap untuk laporan kerja;positive;9,99E+15
sangat membantu dalam pelayanan masyarakat surabaya;positive;9,99E+14
sangat memuaskan;positive;9,98E+15
sangatlah bagus sekali;positive;9,93E+15
good;positive;9,99E+15
mantap;positive;9,99E+15
mempermudah dlm berobat;positive;9,97E+14
mantap;positive;9,99E+15
mantap aplikasi ini sangat berguna sekali aplikasi yg sangat bagus dari pemerintah kota surabaya respon cepat dan mantap sekali;positive;9,99E+15
kami warga surabaya sangat terbantu dg aplikasi ini mengingat cepatnya respon dari opd terkait juga bpk walikota surabaya semoga aplikasi ini bisa di contoh juga kota kota yg lain bravo walikota surabaya;positive;9,49E+15
semoga bermanfaat buat warga surabaya;positive;9,98E+15
good;positive;9,99E+15
suroboyo joss;positive;9,99E+15
sangat membantu semoga makin bagus kedepannya;positive;9,97E+15
baguss;positive;9,98E+15
mantap;positive;9,99E+15
sangat membantu sekali;positive;9,98E+15
terimakasih atas aplikasi ini saya sangat terbantu dengan aplikasi ini pengaduan saya cepat di tanggapi trima kasih pak eri;positive;9,96E+15
bagus bisa membantu warga;positive;9,98E+15
sangat membantu khususnya warga surabaya;positive;9,99E+15
sangat membantu bagi saya warga surabaya;positive;9,99E+15
good;positive;9,99E+15
sangat membantu trimakasih banyak;positive;9,99E+15
oke;positive;7,23E+15
baik;positive;9,98E+15
luwih praktis luwih nyaman;positive;9,99E+14
mantap pokoknya;positive;9,99E+15
sangat membantu;positive;9,96E+15
okbagus;positive;9,08E+15
luar biasa maturnuwun;positive;9,97E+15
bagus;positive;9,98E+15
sangat puas atas pelayanan pada warganya;positive;9,98E+15
baik dan cukup membantu bagi warga kota surabaya;positive;9,94E+14
ini sangat bgs dan lbh ditingkatkan kembali dan terutama saran maupun usul;positive;9,87E+15
keren;positive;9,99E+15
sangat membantu respon cepat masalah jadi cepat teratasi;positive;9,99E+15
pelayanan puskesmas dk kupang sangat memuaskan;positive;9,99E+15
sangat bermanfaat;positive;9,99E+15
selalu menjadinsolusincepat;positive;9,97E+15
aplikasi ini sangat membantu bagi masyarakatwarga kota surabaya;positive;9,99E+15
mantap;positive;9,99E+15
mantap;positive;9,99E+15
super keren;positive;9,98E+15
sangat membantu;positive;9,96E+15
sangat membantu pada masyarakat;positive;9,99E+15
sangat membantu;positive;9,96E+15
bagus sbg btk kepedulian thdp keluhan warga sby;positive;9,82E+15
good application;positive;9,99E+15
sangat membantu untuk warga kota surabaya;positive;9,97E+15
bagus aplikasi ini buat warga surabaya cm responnya masih lambat kalau bs respon lebih cepet max  jam lah da di respon soalnya kadang hari berikutnya baru d respon;positive;9,07E+15
mempermudah masyarakat menyampaikan keluhan langsung ke dinas terkait mantab sulabaya kotaku walikota cerdas santun dan merakyat;positive;9,95E+15
cepat tanggap dalam hal pelayanan publik;positive;8,80E+14
mantap;positive;9,99E+15
good perfect;positive;9,97E+15
respon lumayan cepat;positive;9,92E+14
semoga bermanfaat;positive;9,99E+15
tanggapan yang baik;positive;9,86E+15
saya senang bisa gabung;positive;9,99E+15
sangat mudah  memuaskan;positive;9,99E+15
dengan adanya wargaku surabaya semua masalah kota surabaya bisa terselesaikan;positive;9,46E+14
tetap menyala;positive;7,46E+15
semakin dekat dgn warga surabaya info nya;positive;9,92E+15
bagus kok;positive;9,97E+15
smoga amanah;positive;9,97E+15
cepat dan akurat;positive;9,98E+15
sangat membantu sekali karena satu aplikasi bs buat banyak keperluan;positive;9,95E+15
banyak membantu muantaf;positive;9,93E+15
bagus infonya;positive;9,99E+15
lancar;positive;9,98E+15
kapitalis;negative;8,20E+15
alhamdulillah langsung dapat respon;positive;9,98E+15
sangat bermanfaat buat semua warga surabaya terimakash;positive;9,99E+15
sangat membantu  menghidupkan;positive;9,96E+15
semoga tetap lancar wargaku surabaya;positive;9,68E+15
fast respon mantap pokoke;positive;9,96E+15
mantab lanjutkan surabaya;positive;8,13E+15
sangat membantu dalam proses pelayanan;positive;9,96E+15
terima kasih sangat membantu bikin kia uda jadibikin akte lahir nunggu cetak sangat membantu daftar online ke puskesmas juga ok;positive;9,91E+15
mantap;positive;9,99E+15
aplikasi mya bagus sangat membantu sekali menunya juga beragam semkga kedepannya tambah lengkap lagi;positive;9,98E+15
puas;positive;9,99E+15
sangat bagus dan membantu banget dalam menjalankan tugas;positive;9,95E+15
mantap update terus ada pembaruan;positive;9,87E+14
riwet tahapan nya;negative;9,39E+14
respon cepat petugas yang dilapangan ramah tanpa ribet tanpa pungli maju terus surabaya ku sukses dan sehat selalu seluruh dinas terkait dan sukses sehat selalu cak eri;positive;9,97E+15
piye to mind wes kadong di download bareng arep nyimpen kok malah erortolong mind sistemnya di tingkatkan demi warga surabayamatur nuwun;negative;8,68E+14
baik;positive;9,99E+15
aplikasi belum siap di gunakan sudah di launching masa daftar untuk login saja error terus padahal mau ambil nomor antrean puskesmas tidak seperti aplikasi ehealth yang cepat dan ringan sak karepmu pak sak senengseneng mu;negative;5,19E+15
baik;positive;9,99E+15
apik;positive;9,79E+15
aplikasi sangat bagusnamun saat login kami selalu gagalapa penyebabnya;positive;8,60E+15
surabaya maju kota ku bahagia warganya nya;positive;9,99E+15
sangat membantu warga surabaya matur nuwon pkwali beserta jajarannya;positive;9,94E+14
al  mantabek;positive;9,99E+13
mantab;positive;9,99E+15
aplikasi ini sekarang sangat tidak respon terhadap keluhan warga surabayajadi saya minta untuk instansi terkait untuk membantu memberikan pelayanan terbaik untuk warga surabayakarena selama dipimpin ibu risma sangat cepat merespon keluhan warganyajadi saya harap kedepannya lebih baik lagi dalam melayani keluhan masyarakatbukan untuk tempat balas chating aja tanpa ada tindakankalau perlu dikasih link apabila petugas terkait tidak meresponterimakasih;positive;9,48E+15
lumayan membantu;positive;9,97E+15
aplikasi inovatif;positive;9,99E+15
dng cepat pemkot sby membantu kesulitan warga;positive;9,80E+15
sangat membantu sekali khususnya warga surabaya;positive;9,99E+14
sangat innovative;positive;9,98E+15
bagus walau masih perlu pembenahan terus maju surabayaku;positive;9,98E+15
cak eri iki yak opo pengaduanku saranku appwargaku suroboyo kq gak onok tanggapanopo balasaneblass kulo niki warga asli suroboyoloo tolongdi bantunggii cak erisuwun;negative;6,60E+15
bagaimanapun niat pemerintah daerah membangun interaksi masyarakat dalam menjalankan roda pemerintahan harus didukung penuh semoga kedepan pelayanan tidak harus ke kelurahan atau ke dinas tapi lebih maju lagi menjadi tidak perlu keluar rumah karena kota surabaya harus menjadi leader bagi pelayanan masyarakat masyarakat fokus bekerja beribadah berkesenian menikmati kota surabaya tidak perlu diribetkan dengan urusan pemerintah bravo pemkot surabaya;positive;9,98E+15
recomended;positive;9,98E+15
aplikasi yg mantab dan sangat bermanfaat buat warga surabaya;positive;9,99E+15
semoga bisa membantu amien;positive;9,06E+15
terima kasihaplikasi sangat membantu sekali;positive;9,98E+15
bagus untuk masyarakat;positive;9,98E+15
terima kasih telah mempermudah antara interaksi warga dengan pemerintahan;positive;9,94E+15
semoga berjalan sesuai dg apa yg dikehendaki;positive;7,36E+15
bagus banget;positive;9,99E+14
praktis dan gpl;positive;9,48E+15
mantap;positive;9,99E+15
sip bagus;positive;9,91E+15
bisa membantu warga kota surabaya mantap;positive;9,99E+15
mantap surabaya salam pak walikota josuntuk di evaluasi tindak tegas bagi pemimpin terkaityg tidak serius menanggapi permasalahan di lapangan;positive;9,65E+15
mantap respon cepat;positive;9,99E+15
kasih bintang satu dulu kalau dengan aplikasi ini saran kritik dan keluhan warga surabaya bisa fast respon bintangnya ditambah lagi;positive;9,73E+15
respon cepat;positive;9,96E+15
topppppp;positive;6,78E+15
baik;positive;9,98E+15
bagus;positive;9,98E+15
sangat membantu;positive;9,96E+15
bagus n sangat membantu;positive;9,88E+15
memang oke;positive;9,36E+14
cocok untuk warga surabaya;positive;9,99E+15
saya puas thx rekan semua dua jempol;positive;9,97E+15
aplikasi  plus respon cepat pemerintah surabaya;positive;9,98E+15
sangatlah menarik dan solusinya kreatif buat pelayanan warga masyarakat surabaya jatim yang dinamis;positive;9,97E+15
integrasi ke ehealt mohon untuk dibuatkan formnya dari aplikasi sejauh ini aplikasi wargaku sudah bagus semoga bisa jadi lebih baik dan membantu warga kota surabaya;positive;9,97E+15
terima kasih kepada pemkot surabaya yang selalu berbenah dan menjadi lebih baik semangat terus kami bangga menjadi warga surabaya;positive;9,98E+15
sya pernah komplain pihak pdam daerah sya mati smpe hri stlaah sy komplain di aplikasi warga ku  lsng teratasi smpe sekarang air pdam daerah sya lancar jaya terimakasih pemkot dan pdam kinerjanya semakin oke;positive;9,97E+15
tambahi lagi aduan pungutan liar rtrwaparat marak oknum rtrwaparat macam gt baru saya kasih bintang  semangat membangun surabaya aman dan nyaman;positive;9,94E+15
respon cepat bangga jadi warga surabaya kota elit maju insyaallah sejahtera aamiin;positive;9,99E+15
oke;positive;7,23E+15
inovatif aspiratifresponsif;positive;9,95E+15
bagus buat kita  warga surabaya;positive;9,99E+15
terimakasih banyak berkat aplikasi ini kami warga surabaya sangat terbantu banget kemarin saya debat sama oknum kelurahan terkait surat tertentu setelah saya download dan mengadukan masalah ini alhamdulillah terselesaikan dengan cepat terimakasih banyak;positive;9,92E+15
aplikasi wargaku sangat membantu kami sebagai warga surabaya  karena dengan menggunakan sistem ini keluhan di kampung saya dapat teratasi dengan mendapat respon yang cepat dan baik sekali kami ucapkan terima kasih kepada semua pihak yang telah membantu terselesaikannya keluhan di kampung kami maju terus dan sukses selalu untuk pemkot surabaya;positive;9,97E+15
bermanfaat buat warga surabaya utk mengeluh dan memberi saran;positive;6,12E+15
bagus semoga benarbenar bermanfaat bagi warga surabaya tetap semangat membangun surabaya matur sembah nuwun;positive;9,97E+15
bagus;positive;9,98E+15
sangat membantu warga dalam memberikan saran kritikan dan keluhan  hanya saran untuk apk tsb agar untuk bukti photo yg diupload jangan cuma  max  photo jadi lebih rincithanks;positive;9,06E+15
sangat membantu sekali;positive;9,98E+15
mantap;positive;9,99E+15
bagus;positive;9,98E+15
sangat bagus apk ini dan sangat membantu tapi sayang kurang  instansi yg gak tercantum diskominfo bravo pak wali eri cahyadi semoga surabaya selalu berkembang pesat kotanya;positive;9,98E+15
sangat membantu sekali saat di butuhkan;positive;9,95E+15
sangat sangat membantu;positive;9,97E+15
bagus applikasi ini mempercepat proses komunikasi birokrasi;positive;9,93E+15
lumayan cepat respon dr opd;positive;9,96E+15
semogah bermanfaat berkah dan amanah;positive;9,97E+15
aplikasinya sangat bagus dan mudah diakses oleh warga surabaya;positive;9,99E+15
sangat membantu dlm menyampaikan keluhan;positive;9,97E+15
saran saya supaya pelapor bisa di rahasiakan indetitasnya dari instansi atau dinas terkait dan hanya admin pemkot yg mengetahui pengalaman saya kemarin setelah laporan telah di tindaklanjuti saya di tlp oleh pihak dinas terkait app tetap dibutuhkan dan selalu diperbaikisemangat pemkot dan selalu semangat cak eri;positive;9,67E+15
bagus;positive;9,98E+15
semoga aplikasi ini dapat menjadi jembatan komunikasi antara bpk walikota dengan warganya;positive;7,03E+15
alhamdulillah kepemimpinan pak eri cahyadi benar utk kepentingan warga surabaya semoga beliau semakin amanah dgn keinginan warga surabaya sukses;positive;9,98E+15
semoga berkah;positive;9,98E+15
sangat membantu sekali dlm penyelesaian mslh warga cepat di tanggapi dan langsung dikerjakan sukses selalu bpk walikota pak eri;positive;9,99E+15
apliaksi yg respon cepat dan bagus;positive;9,98E+15
solutif dan inovatif  salut dengan perkembangan pelayanan warga kota surabaya yang semakin memudahkan warganya;positive;9,98E+15
sangat bagus dan bermanfaattetapi sayang sekalisaya lupa password dan sudah telpon ke kontak center gk terangkat terusmohon jawaban dan solusikrn saya sangat membutuhkan aplikasi ini lagithnks kotaku surabaya;positive;9,03E+15
mantul mantap betul;positive;9,99E+15
mantap jadi lebih cepat permasalahan yang ada dikota surabaya;positive;9,97E+15
dengan adanya aplikasi ini unek maupun saran bisa tersalurkan bahkan perbaikan fasum di sby penangananya sangat cepat semoga surabaya tambah makin josss ilove srby;positive;9,98E+15
semoga bs jd aplikasi yg bermanfaat bg warga surabaya;positive;9,92E+15
baik;positive;9,98E+15
mantab tenan;positive;9,95E+15
mantap;positive;9,99E+15
senang sekali;positive;9,97E+15
bagus untuk kemajuan kota surabaya;positive;9,98E+15
luarbiasa bagus;positive;9,96E+15
tolong bapak ku erji  semoga pengaduan ini jadi amanah bapak ku erji  salam rudi kuswantoro;positive;5,18E+15
penting sangat diperlukan warga masyarakat juga membantu pemerintah untuk samasama update keadaan kendala dan kemajuan kota surabaya program hebat walikota erji semoga konsisten trimakasih pak eriarmuji;positive;9,98E+15
smoga kedepannya surabaya benar menjadi smart city dan bsa menanggapi keluhan masyarakat dengan cepat dan tepat;positive;9,49E+15
semoga aplikasi ini bisa merubah segalanya;positive;9,10E+15
aplikasi yg bagus utk menghubungkan antara pemkot surabaya dgn warga;positive;9,97E+15
aplikasi yang bagus dan bermanfaat bagi warga surabaya ancene cak erji pancen top  sehat terus nggeh cak demi warga kota surabaya;positive;9,97E+15
percayakarena nggak ada ceritanya pak eri akan menelantarkan warganyasukses pak;positive;9,91E+15
sukses buat pak erik enak ya jadi kita bisa kalau kesulitan;positive;9,99E+15
smoga aplikasi ini bermanfaat bagi warga surabaya  salut buat pak eri yg sllu memperhatikan warga surabaya;positive;9,97E+15
belum nyoba aduan masyarakat overall setuju sekali dengan aplikasi ini;positive;9,17E+15
bintang telu dhisik yo min ndelok perkembangane lek apik tak yambahi bintange;positive;9,75E+15
sangat membatu untuk melaporkan keluhan warga;positive;6,33E+15
aplikasi yg bermanfaat untuk warga surabaya;positive;9,93E+15
belanja semakin aman mudah tanpa antrian;positive;9,99E+15
